"grade_feedback_id","problem_log_id","teacher_xid","grade","feedback","active_batch","time_taken_seconds","created_at"
250,144704702,2912675,0,Your answer is incorrect. Is it talking about the lowest temperature when it asks you to determine which is warmer?,0,21,2022-07-07 15:25:26.134 -0400
251,154189800,3097639,4,Great job!,0,145,2022-07-07 15:25:48.981 -0400
252,132021241,2912675,2,"I agree with your reasoning and your method. However, I disagree with the number you got when you divided 75 by 3. ",0,45,2022-07-07 15:26:11.929 -0400
253,156771255,3097639,4,Awesome!,0,35,2022-07-07 15:26:25.050 -0400
254,156771851,3097639,3,Please check that your response is clear to understand. ,0,37,2022-07-07 15:27:02.679 -0400
255,156771199,3097639,4,Awesome!,0,10,2022-07-07 15:27:13.737 -0400
256,132248190,2912675,1,Your answer of who is the fastest swimmer is correct but your reasoning is inaccurate.,0,86,2022-07-07 15:27:39.080 -0400
257,153804667,2912675,2,does 120/3=70? Where did you get 70 from?,0,24,2022-07-07 15:28:04.038 -0400
258,144799961,861463,4,Thank you for including the point of intersection in your answer. ,0,110,2022-07-07 15:28:25.026 -0400
259,156771383,3097639,1,Each row has some that are equal and some are not. ,0,77,2022-07-07 15:28:31.809 -0400
260,132248161,2912675,0,Sounds like a good start. What did you do with the time and meters information? What did you determine the answer to be?,0,30,2022-07-07 15:28:34.806 -0400
261,154855682,3097639,4,Awesome!,0,31,2022-07-07 15:29:02.983 -0400
262,156771277,3097639,4,Awesome!,0,10,2022-07-07 15:29:13.844 -0400
263,154135735,2912675,0,"Your work in incorrect. In addition, you are missing an inequality. ",0,47,2022-07-07 15:29:22.642 -0400
264,144477715,3097639,4,Nice work!,0,23,2022-07-07 15:29:37.378 -0400
265,135380608,861463,4,Good job writing in complete sentences.,0,72,2022-07-07 15:29:37.484 -0400
266,132520431,2912675,2,I agree Eva is the fastest swimmer but I think you need to provide some additional reasoning to support your thinking.,0,44,2022-07-07 15:30:07.855 -0400
267,156797184,3097639,1,"When she divides the squares they become triangles, so you have to count all of the parts. ",0,43,2022-07-07 15:30:20.717 -0400
268,144765706,2912675,2,What does the number being closer to 0 mean? ,0,16,2022-07-07 15:30:24.859 -0400
269,136466311,861463,2,"While this provides the definition of equivalent ratios, it does not address what this specific question is asking. Provide evidence on why these are equivalent. ",0,106,2022-07-07 15:31:24.032 -0400
270,155286116,861463,1,Remember that the problem already tells us he number of bags purchased. What are you trying to solve in the problem?,0,69,2022-07-07 15:32:34.142 -0400
271,145355275,861463,3,"Great start, but remember that the question asks for three statements. You have only provided two. ",0,132,2022-07-07 15:34:47.273 -0400
272,132305352,3097639,2,You have to state your ratio identified to determine which person is the fastest swimmer. ,0,286,2022-07-07 15:35:07.090 -0400
273,154843788,2912675,0,I am not following your thinking.,0,300,2022-07-07 15:35:25.033 -0400
274,156798863,3097639,1,The beakers are not the same size. ,0,17,2022-07-07 15:35:25.214 -0400
275,156808005,3097639,1,Specify which items are not equal in each row.,0,34,2022-07-07 15:35:59.745 -0400
276,146499784,861463,1,"Your response to the question is correct, but the math does not support your answer. ",0,83,2022-07-07 15:36:11.275 -0400
277,156771570,3097639,0,You did not include an explanation. ,0,26,2022-07-07 15:36:26.540 -0400
278,156797647,3097639,1,The beakers are not the same size. ,0,16,2022-07-07 15:36:43.117 -0400
279,155271398,861463,3,The amout of apples in the bag or the total number of apples?,0,38,2022-07-07 15:36:49.826 -0400
280,154839579,2912675,0,Reread the data set description.,0,121,2022-07-07 15:37:26.656 -0400
281,156796650,3097639,0,Count the x's to determine the heights with the most x's. ,0,49,2022-07-07 15:37:32.385 -0400
282,136466559,861463,2,"You provided two equivalent ratios, but did not explain how or why they are equivalent. ",0,46,2022-07-07 15:37:37.103 -0400
283,156772351,3097639,1,The squares are divided into 2 equal parts which are triangles. ,0,26,2022-07-07 15:37:58.949 -0400
284,142378339,3097639,1,Your answer needs to be more specific about how much it is growing. ,0,31,2022-07-07 15:38:30.600 -0400
285,153832897,861463,4,Nice job showing the steps to the find the solution!,0,59,2022-07-07 15:38:36.788 -0400
286,156796268,3097639,1,Show which ones are not equal.,0,39,2022-07-07 15:39:09.991 -0400
287,156797755,3097639,0,"Ann has 6 squares and turned them into triangles, count all the shapes. ",0,45,2022-07-07 15:39:55.657 -0400
288,132093750,3097639,2,Nice try!,0,330,2022-07-07 15:45:26.297 -0400
289,156796398,3097639,0,Each row has some fractions that aren't equal.,0,197,2022-07-07 15:48:44.079 -0400
290,156773069,3097639,2,Nice! The shapes turns into triangles. ,0,39,2022-07-07 15:49:23.682 -0400
291,155519355,3097639,1,Statistical question has answers that vary. ,0,23,2022-07-07 15:49:47.019 -0400
292,156770292,3097639,1,There are other heights that have the same amount of x's so he is incorrect. ,0,82,2022-07-07 15:51:09.439 -0400
293,156771247,3097639,4,Awesome!,0,9,2022-07-07 15:51:19.439 -0400
294,156798806,3097639,1,You had to count the total triangles and squares. ,0,24,2022-07-07 15:51:44.020 -0400
295,156796893,3097639,3,Ann has 12 triangles and 6 squares. ,0,30,2022-07-07 15:52:14.802 -0400
296,155596507,7629,2,"If it was the absolute value, then 5/8 would actually be less than the absolutevalue of 3/4",0,2390,2022-07-07 15:52:28.255 -0400
297,154122671,3097639,4,Awesome!,0,35,2022-07-07 15:52:50.753 -0400
298,154326186,7629,2,I agree but can you explain a little more? What and how are you simplifying?,0,28,2022-07-07 15:52:57.471 -0400
299,144652730,3097639,1,You are comparing the lowest amount ever to the average temperature. ,0,39,2022-07-07 15:53:30.474 -0400
300,154326055,7629,3,Can you explain what those number represent and how you got those numbers?,0,45,2022-07-07 15:53:43.677 -0400
301,144271759,7629,0,"This is unacceptable, if you need help you should be asking for help. It looks like we need to work on these skills together.",0,29,2022-07-07 15:54:13.361 -0400
302,156796601,3097639,1,He is incorrect because there are two heights that have the same amount of x's.,0,45,2022-07-07 15:54:15.595 -0400
303,156771455,3097639,1,He is incorrect because there are two heights that have the same amount of x's. ,0,126,2022-07-07 15:56:22.622 -0400
304,154326402,7629,1,Can you explain what you mean when you say that the ratios are un even? Is there a way you can simplify to see if the ratios are equivalent?,0,152,2022-07-07 15:56:46.438 -0400
305,155557333,7629,1,-3/4 is further which direction on the number line? This explanation is not complete.,0,46,2022-07-07 15:57:34.698 -0400
306,155732806,7629,1,Just because a number is closer to 0 does not make the number larger/smaller. For example what if you were comparing -1 and 3? -1 is closer to 0 so does that make -1 larger than 3?,0,78,2022-07-07 15:58:53.741 -0400
307,154326449,7629,0,"It doesn't matter if there is a decimal or not, it matters if the two ratios have the same unit rate regardless if it is a decimal or not. ",0,86,2022-07-07 16:00:20.939 -0400
308,154308352,7629,0,"14 should not be going into 64. You need to compare the ratios 16:14 and 64:60 by either simplifying or determining the unit rate.",0,42,2022-07-07 16:01:04.276 -0400
309,137098687,3097639,4,Nice!,0,329,2022-07-07 16:01:52.648 -0400
310,154326629,7629,2,"I agree with your process of diving to find the unit rate, however you are using the wrong ratios. You should be comparing the ratios for the 2 different teachers.",0,59,2022-07-07 16:02:04.809 -0400
311,156772522,3097639,4,Awesome!,0,25,2022-07-07 16:02:17.852 -0400
312,132520431,3097639,1,You did not state the method used to get 26 meters in 1 minute. ,0,83,2022-07-07 16:03:41.641 -0400
313,156797161,3097639,1,She has squares and triangles.,0,15,2022-07-07 16:03:56.734 -0400
314,156769860,3097639,1,You have to count all of the x's.,0,17,2022-07-07 16:04:14.752 -0400
315,137098657,3097639,4,Awesome!,0,9,2022-07-07 16:04:24.573 -0400
316,154086674,3097639,4,Awesome!,0,13,2022-07-07 16:04:37.775 -0400
317,154326169,7629,0,How do they not go together? What about the other ratio? This is not an explanation on how you know that the 2 ratios are not equivalent.,0,224,2022-07-07 16:05:50.134 -0400
318,143761775,7629,4,Great things to notice and wonder.,0,22,2022-07-07 16:06:13.595 -0400
319,156772431,3097639,2,State the shape that you counted. ,0,102,2022-07-07 16:06:20.074 -0400
320,156772710,3097639,3,You did not state the reason why you chose Susan. ,0,20,2022-07-07 16:06:41.043 -0400
321,156578928,7629,0,This is not showing your reasoning. You need to show or explain HOW you solved the equation. What math did you do?,0,29,2022-07-07 16:06:43.729 -0400
322,156771995,3097639,2,Identify the shapes you counted. ,0,15,2022-07-07 16:06:56.738 -0400
323,156770228,3097639,1,You have to count to see what heights have the most x's. ,0,22,2022-07-07 16:07:19.328 -0400
324,145141674,7629,4,Nice job!,0,52,2022-07-07 16:07:37.465 -0400
325,156808082,3097639,1,He is incorrect because other heights have the same amount of x's. ,0,32,2022-07-07 16:07:51.780 -0400
326,147837529,7629,4,Great job! ,0,20,2022-07-07 16:07:58.919 -0400
327,137098657,3097639,4,Awesome!,0,39,2022-07-07 16:08:30.996 -0400
328,156772042,3097639,3,Identify the shapes you counted. ,0,38,2022-07-07 16:09:09.787 -0400
329,156797432,3097639,1,Identify the shapes you counted. ,0,13,2022-07-07 16:09:23.624 -0400
330,154838765,3097639,4,Nice!,0,8,2022-07-07 16:09:32.323 -0400
331,156797458,3097639,1,Identify the shapes you counted. ,0,17,2022-07-07 16:09:49.584 -0400
332,156796259,3097639,1,He is incorrect because there are other heights with the same amount of x's. ,0,22,2022-07-07 16:10:12.661 -0400
333,153844709,7629,4,Great job!,0,144,2022-07-07 16:10:23.804 -0400
334,154084590,3097639,1,You are missing two other inequality statements. ,0,23,2022-07-07 16:10:36.633 -0400
335,156799971,3097639,1,You had to choose between Susan and Cristina and explain your choice. ,0,37,2022-07-07 16:11:14.696 -0400
336,156797464,3097639,0,"For each row, some are equal and some are not. ",0,105,2022-07-07 16:13:00.679 -0400
337,156797804,3097639,1,They are not the same size. ,0,12,2022-07-07 16:13:13.578 -0400
338,156798785,3097639,2,Identify the shapes you counted. ,0,15,2022-07-07 16:13:29.413 -0400
339,156772665,3097639,1,You had to choose between Susan and Cristina and give a reason for your choice. ,0,29,2022-07-07 16:13:59.454 -0400
340,156769854,3097639,4,Nice!,0,64,2022-07-07 16:15:04.320 -0400
341,156772505,3097639,4,Awesome!,0,34,2022-07-07 16:15:38.771 -0400
342,156772510,3097639,1,They are not the same size. ,0,19,2022-07-07 16:15:58.202 -0400
343,156799620,3097639,4,Awesome!,0,10,2022-07-07 16:16:08.809 -0400
344,156772229,3097639,1,Each square was made into 2 equal parts. ,0,15,2022-07-07 16:16:24.060 -0400
345,156800537,3097639,3,State your reason.,0,14,2022-07-07 16:16:39.058 -0400
346,156770406,3097639,3,Take your time counting!,0,19,2022-07-07 16:16:58.255 -0400
347,156796797,3097639,4,Nice!,0,146,2022-07-07 16:19:25.116 -0400
348,156808016,3097639,4,Nice!,0,8,2022-07-07 16:19:33.525 -0400
349,156769881,3097639,1,Take your time counting.,0,13,2022-07-07 16:19:47.380 -0400
350,156771272,3097639,4,Nice!,0,8,2022-07-07 16:19:56.043 -0400
351,155838736,1072887,3,"You wrote the correct answer, but did not show how you use dteh distributive property to compute the answer. To start, 100*24 - 2*24",0,145,2022-07-07 18:17:00.423 -0400
352,142575146,1072887,4,Excellent explanation!,0,120,2022-07-07 18:19:00.756 -0400
353,135381113,1072887,4,Good job using ratios to describe the relation between the eyes showing in the picture.,0,148,2022-07-07 18:21:29.614 -0400
354,154580542,8926,2,Please include more detail about how you found the MAD.,0,22509,2022-07-07 18:53:00.254 -0400
355,141522705,8926,2,Please describe what the slope represents specifically in this situation (not the whole graph).,0,52,2022-07-07 18:53:53.077 -0400
356,137179363,8926,1,Please find a way to change the sequence of transformations Elena describes so that ABCD becomes EFGD.,0,87,2022-07-07 18:55:21.491 -0400
357,141523148,8926,1,"This is what the vertical intercept represents, not the slope.",0,15,2022-07-07 18:55:37.786 -0400
358,141522638,8926,4,Great job!,0,51,2022-07-07 18:56:29.872 -0400
359,142061101,8926,1,"You have explained what the vertical intercept represents, not the slope.",0,40,2022-07-07 18:57:11.229 -0400
360,141453513,8926,4,"It sure does, good job!",0,10,2022-07-07 18:57:21.875 -0400
361,142061199,8926,1,"This is what the vertical intercept represents, not the slope.",0,16,2022-07-07 18:57:39.119 -0400
362,142379229,8926,1,"This is what the vertical intercept shows, not the slope.",0,37,2022-07-07 18:58:17.678 -0400
363,156773069,8926,1,Ann cut each of the gray squares in half two make two new shapes.  Please think about what all of the shapes she has now would be.,0,272,2022-07-07 19:02:51.012 -0400
364,137253602,8926,2,"When you describe a dilation, the center point must be included.  ",0,204,2022-07-07 19:06:16.522 -0400
365,137098627,8926,4,"Absolutely,  that would work!",0,14,2022-07-07 19:06:31.471 -0400
366,137068318,8926,3,"Correct, but your answer should include that the dilation should be performed as Elena described.",0,34,2022-07-07 19:07:06.714 -0400
367,137100776,8926,3,"Yes, this would work after the dilation Elena describes.  This information should be included in your answer.",0,38,2022-07-07 19:07:46.170 -0400
